reviewTitle	reviewText	reviewRating	reviewDate
1580	Not a 6-pack of filters - only one received.	This is a nice filter.  Beware though.  The item is supposed to be a six pack of filters and Amazon only ships one single filter.  At $32 thats one darned rediculously priced filter.	1.0 out of 5 stars	on October 11, 2013
1581	Dust reduction filters	Not sturdy enough, but believe it will do the job.  So far, only one has been installed.  Expecting to see results soon.	4.0 out of 5 stars	on October 9, 2013
1582	Very good	These filters seem to trap more dust than our previous brand.  Noticeably less dust around in the house.  Really like them	5.0 out of 5 stars	on October 5, 2013
1583	Decent price	Decent price for a decent product.  We longer use these so we gave them away as we changed out our system.  Seemed to do the job well.	3.0 out of 5 stars	on October 2, 2013
1584	protect your furnace	these are nice filters, easy to install, prevent dust and pollens from entering the air, very  good cleaning  protection for your air and heating system.	5.0 out of 5 stars	on October 2, 2013
1585	Good air flow, decent filter	See my review on the 20 ton jack, and you will understand why these filters only got four stars. Im happy with the filters especially since a 20 x 24 is an oddball size I could only find locally in that blue, ineffecient fiberglass.	4.0 out of 5 stars	on September 26, 2013
1586	Worked as expected.	These are your basic filters. There isn't too much to say other than they fit as stated on the box.	5.0 out of 5 stars	on September 23, 2013
1587	OK	The quality is a little less then what I was buying from Home depot.  But much cheaper.  I will swap them out more often.	3.0 out of 5 stars	on September 22, 2013
1588	great product	these were almost as cheap as WM and with free shipping. The nice thing is not having to go to the store and hunt only to find they are sold out. This is a popular size.	5.0 out of 5 stars	on September 18, 2013
1589	It works	This does what it's supposed to do and seems much higher quality than previous filters I've used. It seems to allow better airflow and doesn't get sucked-up into the duct like my old filters did.	5.0 out of 5 stars	on September 18, 2013
1590	big box. does the job. delivered right to my door.	not much to say about these. definately a more boring item to purchase on amazon. i didnt get all excited like i normally do about packages. just filters. necessary but boring.they work. :) good price.hope this helps:)	5.0 out of 5 stars	on September 17, 2013
1591	Great filter	This is a great filter for my furnace and the 6 pack makes it very affordable. While the initial price seems steep, to buy 6 of these individually, I'd pay almost twice as much. Plus having 6 gets me through the winter without having to worry about not having a replacement filter every month.	5.0 out of 5 stars	on September 16, 2013
1592	Filters!	These are filters for my ac vent systems. Seems to be exactly what they promised. No excess packaging.  Good job.	5.0 out of 5 stars	on September 13, 2013
1593	Product does the job	I use to buy a filter only when I needed one at any local store but I figured heck why not save money by buying in bulk and buying less expensive ones. I usually get the filters that say they block out more things but thought I'd give these a try.  So far they have been doing great and I don't feel like they are filtering the air any less than the more expensive ones. Overall satisfied with the product and will continue to buy.	3.0 out of 5 stars	on September 9, 2013
1594	Great price	Much more economical to buy in the 5-pack than singly at the hardware store.  We don't have allergy issues, so these do the trick to keep dust out of the furnace.	5.0 out of 5 stars	on September 2, 2013
1595	the right size and perfect value.	Hard to find this size...near impossible to find locally.  Works  great,  also purchased the 600mpr in 14x25  and i am not sure the mpr makes a difference in actual use...I'm sure someone will believe otherwise, but i am happy with this 300mpr quality.	5.0 out of 5 stars	on September 1, 2013
1596	WORKS GREAT WITH MY A/C.	all products good except iron head covers. to hard to put on clubs.  been usung this brand for many years.	5.0 out of 5 stars	on September 1, 2013
1597	Seems a good value	The filters were bought for our dehumidifier in our crawl space.The one that came with the unit lasted a year.I installed a Filtrete filter last April and have not been in the craw space since.So, I really cannot judge how well this product is doing.I liked the fact that I could find the correct size and there were 6 filters in the box.	4.0 out of 5 stars	on August 31, 2013
1598	Does the job	How excited can I be about a filter?  I don't know.  It does the job, catches a lot.  Needs to be changed once a month, but that's good because it isn't letting anything through. Glad I'm not breathing all that stuff.	4.0 out of 5 stars	on August 29, 2013
1599	Looks like a good value	Rec'd product on time . Excellent packaging by 3m .allowing for good storage of the extra filters  Filters fit perfectly and are quite rigid.Overall easier purchase thru Amazon and no searching for correct size.I cannot vouch at this time for efficiency of filters but based on my  initial findings I think the filter will be fine.	5.0 out of 5 stars	on August 28, 2013
1600	Decent Filter	I love the Filtete filters but normally by the more expensive ones.  Figured I would give this a try.  So far so good.	3.0 out of 5 stars	on August 23, 2013
1601	These filters are perfect and reasonably priced!	We were in need of furnace filters and when our new house was inspected, the fellow said we do not have to use those high number filters on our Lennox furnace.  I had always used the premium ones at our previous house.These work great and still last 90 days.  I bought six and know that we are set for some time.	5.0 out of 5 stars	on August 19, 2013
1602	FILTRETE DUST REDUCTION FILTER	Having a long-hair black cat, I was amazed at the cat hair in the filter.  I am a Filtrete user!	5.0 out of 5 stars	on August 17, 2013
1603	My A/C cools like a new unit!	I just got these in time for the dog days of summer, and, you will not believe the difference it makes in cooling! I have lived here 8 years and my unit has never cooled like this. (yes, I buy my own filters because the ones provided by the complex are #{[\*^).	5.0 out of 5 stars	on August 17, 2013
1604	Great filters, good selection and availability of sizes.	I buy these on here on Amazon because I have an oddball size. 14x30. I can't get these locally, Have been using these filters for over a year. No issues and the price can't be beat. They catch cat hair and plenty of dust. Will continue to keep buying.	5.0 out of 5 stars	on August 16, 2013
1605	Good Product Poor Shipping	The product works well enough but it arrived in a box that was badly bent so the filters could not be used.  Returned package to merchant and went to Home Depot!  Much easier!	1.0 out of 5 stars	on August 15, 2013
1606	Good filters	These filters perform well and make it close to the 3 month usage period, in my home. They come with replacement/reminder stickers and can be stored in the box that they're shipped in.	5.0 out of 5 stars	on August 15, 2013
1607	Great value	Ordering these filters in the package of six just makes sense.  When it is time to change the filter you always have one on hand.	5.0 out of 5 stars	on August 15, 2013
1608	Five Stars	They fit perfect and filter great!	5.0 out of 5 stars	on August 13, 2013
1609	better than standard ones	These really are better than standard ones. My a/c was installed in the 80s, is my guess. Knock on wood, it seems to be holding up and doing well. The local home stores (we have TWO Lowes and TWO Home Depots don't carry my size any more, and ordering from them seems like a middle man approach. I will order these online from now on, and in bulk for a better deal.	5.0 out of 5 stars	on August 12, 2013
1610	A/C filter	This was order for my central ac duct. The other stores in my area way to expensive for the same item. This product works great.	5.0 out of 5 stars	on August 10, 2013
1611	good product	came as promised, met my expectation, great product, good price comparing to Walmart, or home depot. I highly recommended it.In fact I ordered that for my brother and I'll order it for my self next time.	5.0 out of 5 stars	on August 9, 2013
1612	They are filters...	They fit in the air filter slot and then filtered air.  Not really anything special, seem to work well, 5 stars.	5.0 out of 5 stars	on August 9, 2013
1613	Good product at a great price	I used to buy these filters from my local Wal-Mart until they stopped carrying them.  Fortunately, I found these online at Amazon and had them delivered to my front door for just a few cents more per filter than the old Walmart price.  I received them within three days of purchase even though I chose the money saver shipping option.  Just hope Amazon still carries them in a few months when I need to purchase more.  Neither Lowes nor Home Depot carry this size in stock.  The last time I ordered a set of filters from Home Depot it took two weeks to receive and I was not satisfied with the filter quality.	5.0 out of 5 stars	on August 3, 2013
1614	Works for me.	Really does the job. I live in a dusty state and even I was surprised at how often I need to change filters. The filters are easy to install and keep my house less dusty.	5.0 out of 5 stars	on July 28, 2013
1615	Can't beat the price...	Delivered on time, exactly as ordered.This is the right filter for our furnace and now we have plenty to last the season.	5.0 out of 5 stars	on July 27, 2013
1616	Kind of flimsy	I guess you get what you pay for.  These filters almost get sucked down the air exchange because they are flimsy.  I put some duck tape across the middle to help the structure.  Fingers crossed.	2.0 out of 5 stars	on July 14, 2013
1617	300 MPR filter	Received filters today.  Prompt shipping, as described.  Looks like quality filter, have just installed so I can verify performance.  What else can I say, "It's an air condition filter?"	5.0 out of 5 stars	on July 11, 2013
1618	in furnace	as we speak. I use them when I use the heat in the winter and in summer when I use the air conditioning. Delivered in a timely fashion this past winter. They are by 3 M a company who is #1 in my book! I have tried other filters by other companies and these are the best I have used!	5.0 out of 5 stars	on June 23, 2013
1619	Works well...	I had tried a much more expensive filter, and it seemed to make my A/C work really hard trying to push the air through. This type was recommended to me, and has worked well filtering out the dust, and my A/C is quiet again.	4.0 out of 5 stars	on June 22, 2013
1620	Good stuff	Great price. You can always count on 3M quality. Bought the case, each filter is seperately wrapped. Quick shipping, will buy again.	5.0 out of 5 stars	on June 17, 2013
1621	Great quality! No more sneezing!	Nice to have a supply on hand so we can change our furnace /AC every month, on time, without a trip to the store. Keeps up with it improves my dust allergies immensely.	5.0 out of 5 stars	on June 13, 2013
1622	Excellent Value!	Recently, when I noticed that it was getting uncomfortably warm in the house, I notified my husband.  It turns out that the AC line was freezing up.  He changed the batteries in the thermostat, and the following Sunday morning went to Home Depot to purchase two filters for about $10 each.  Problem solved.  With only the price of the house call, we had our Heating and Air fellow come out on Monday to check our AC and it was fine, no freon needed.  It's almost too cold now, so I've moved the thermostat up.  Now that I know where the filter goes in the furnace (the filter door), I have assumed responsibility and control of the AC.  I have researched and reviewed all the information I could find and I believe this particular filter suits our needs perfectly.  I must also mention that I read a tip from another reviewer who mentioned that he picked up the tip of spraying the filter with PAM before installing and that increased the amount of dust collected.  I will try it in a couple of months.The six-pack of filters was delivered in two days enclosed in a hard cardboard box with perforations for opening and removing an unbent filter as needed.  This is the BEST VALUE hands down!	5.0 out of 5 stars	on June 6, 2013
1623	Great set of filters	I was a little skeptical buying air conditioning filters from Amazon, wondering if they would arrive damaged or not.  They arrived in a  heavy box with no damage.  These are a great price.  I change my filter monthly because I have 2 dogs and a cat in the house.  My nephew, an AC certified technician, installed a high efficiency heat pump in my house a little over a year ago.  He told me to only get filters in the 300-400 range.  That the heavier filters with high MPR ratings are as bad as a dirty filter when it comes to air flow.  And even though the picture of this filter shows vertical pleats they are the regular horizontal pleated filters.I am so glad I found these.  Much cheaper than even Walmart (only place to shop where I live and they never have my size).	5.0 out of 5 stars	on May 31, 2013
1624	Exactly what I needed	My headline says it all. I hate going to the store and never being able to find the correct size. This way I have a 6 pack and I'm good to go for a while!	5.0 out of 5 stars	on May 22, 2013
1625	Five Stars	Great package of these filters. Pack of six. Great price!	5.0 out of 5 stars	on May 10, 2013
1626	Better Price but....	The price is nice but my ac guy says not to wait 3 month to change them out.  They are not the card board type filters.  Very flimsy.  I am not very versed on filters, so I may have picked the wrong one.	3.0 out of 5 stars	on May 9, 2013
1627	Excellent product	This is an excellent filter. It works well. The efficiency of the collection of particulate matter is excellent for my system.	5.0 out of 5 stars	on May 8, 2013
1628	It's a filter, it filters stuff	Not much to say. I bought the six pack as we've a lot of pollen in our area and I prefer to change filters every few months. These appear to work just fine. Fit and finish for a throwaway product is good, and the box design acts as a dispenser. What more can one say about a filter?	5.0 out of 5 stars	on May 6, 2013
1629	Keeps out dust etc...	These filters are great and it is handy to order online since my filter size is not one of the more common ones.  I change them about every 2 months when I am running my unit regularly.	5.0 out of 5 stars	on May 6, 2013
1630	Perfect Fit.	This is a very hard to find size.  When I'm lucky to find it, most of the times it does not fit correctly.  These fit perfectly.	5.0 out of 5 stars	on May 4, 2013
1631	Change that filter soon	I ordered this product for a family member because I had a difficult time finding this particular size.  I got it quickly and my family member is very happy because it was a great price and was a bulk package so she will not need another filter as often.	5.0 out of 5 stars	on April 20, 2013
1632	Way cheaper than in the store	these things are way cheaper than buying them in any store and they are exactly as advertised. i will be buying these again they save money and i can change them more often if i want.	5.0 out of 5 stars	on April 20, 2013
1633	Apparently a Weird Size	I was so glad to find these 20" x 24" filters on Amazon because none of our local stores had them and we were ending up having to cut filters to make them fit so I am happy with this purchase - no more cutting!	5.0 out of 5 stars	on April 12, 2013
1634	Very thin/bare	I have bought Filtrete filters before and they have been a solid white accordian shape which makes it easy to tell when they are getting dirty and need to be replaced.  This is the first time I have bought these via the internet and when they came in, they looked dingy and threadbare.  Everytime I walk by my air intake, this threadbare quality makes it look like the filter is dirty and needs to be changed.  This also makes me wonder if it is doing it's job of trapping the dust or letting things slip buy.  Since I have trouble finding this size at my local stores, needless to say, I will be looking elsewhere online for replacements.	2.0 out of 5 stars	on April 11, 2013
1635	They are filters	They are filters that fit into a furnace and in three months they are covered in crap and have to be replaced. HIGHLY RECOMMENDED	5.0 out of 5 stars	on April 10, 2013
1636	Good Value - nice to buy in bulk	It is a good value compared to buying at Lowes. Nice to buy in bulk and change out filter regularly.	5.0 out of 5 stars	on April 8, 2013
1637	Works very well	It was having a difficult time finding these filters locally, mainly due to their size. Buying them in quantity helped save a little money and they arrived within a week.	5.0 out of 5 stars	on April 6, 2013
1638	Do You Want a Cleaner Home?	I have been using these Filtrete filters for some time and eventually got the bright idea of trying to order them online rather than buying them individually at a hardware store.  I'm now saving money!  My house and ductwork definitely stay much cleaner with these filters compared to using the inexpensive 30-day blue fiberglass filters.  However, I find that the filter is ready to be changed after 60 days as opposed to the claim that they can last up to 90 days.	5.0 out of 5 stars	on April 6, 2013
1639	excellent deal	I bought this pack instead of buying the filters one at a time to save money.  It is a great deal and they work well	5.0 out of 5 stars	on April 5, 2013
1640	Great filter	Fits perfectly and I like that each filter is individually wrapped so they won't gather dust while in storage.  Will purchase again	5.0 out of 5 stars	on April 1, 2013
1641	Filtrete Furnace Filters	Other filters I had, with same rating, were clogging prematurely. I now think problem may have been the ultrasonic humidifier.  These filters were priced right and although with a same dirt filter rating, they have the more traditional medium and did not clog from the fine mist the ultrasonic humidifier puts into the air.  I am quite satisfied with them; although the ultrasonic humidifier not so much.	4.0 out of 5 stars	on March 28, 2013
1642	Great Filter	We change our air filter monthly (as recommended when purchased a new AC unit last year) and this is a great filter.  It sure is nice to purchase them in bulk too!	5.0 out of 5 stars	on March 14, 2013
1643	great deal, shipped fast	They are slightly cheaper than in home depot/Lowes... buy in bulk and you never forget to replace them. The filter system works great!	5.0 out of 5 stars	on March 8, 2013
1644	Hard to find filters	Great filter at a great price.  These are not a normally stocked it item at your local hardware (big box) store.	5.0 out of 5 stars	on March 5, 2013
1645	Great value and performance!!	You can't beat the price of these 3m filters. They perform as good as filters costing twice as much. I would say they have the ability to stay in your furnace for the time printed on the packaging which is 3 months.	5.0 out of 5 stars	on February 28, 2013
1646	Works!	These filters work well, using 30 days of fan runtime means I go through about 6 a year. Very cost effective compared to some of the other filter levels offered.	5.0 out of 5 stars	on February 28, 2013
1647	Yeah boy	great price, and exactly as described.  thank you.  I buy for business usage, and this is the best way to get what i need.	5.0 out of 5 stars	on February 26, 2013
1648	Quality has slipped dramatically	I have used these for several years now with good results, but this latest batch is of the absolute poorest quality. Practically transparent filter material. Don't know if this is a bad lot as the other sizes don't seem to be as bad, but these 12 x 12 ones are unacceptable quality. If by intent, then shame on 3M.  If by accident, they need better QC. Not buying these again. Will have to go higher up in cost and quality.	1.0 out of 5 stars	on February 24, 2013
1649	Works	This is a quality product. I have used 3M filters for years and they are very consistent and do the job.	4.0 out of 5 stars	on February 20, 2013
1650	Perfect balance of fitration and performance	Forget what you have been told about furnace filters.  Furnace filters are used to clean air entering the blower unit of your HVAC.  Excessive constriction of the air to your HVAC will reduce blower efficiency and life.  "High-performance" heavily constrict airflow.Filters beyond 600 MPR or MERV 10 are seeking air purification, not HVAC filtration.  Users seeking "cleaner air" should buy dedicated HEPA air purifiers	5.0 out of 5 stars	on February 15, 2013
1651	Good Value, Last a While	I wish I didn't have to buy six of these at a time, seeing as they lest for a few months a piece, but oh well. Apparently this is an odd size, and they didn't have any at any of the stores I went to.	4.0 out of 5 stars	on February 11, 2013
1652	great	Works great, and a good price. I would definitely recommend this product to anyone. I will definitely use this product again	5.0 out of 5 stars	on February 9, 2013
1653	Filtrete Dust Reduction Filters are great!	I have two units to purchase for and these have worked out just fine.  They do trap the dust and work great.  I will purchase them again.	5.0 out of 5 stars	on February 8, 2013
1654	Works great	Got a whole box for my furnace. Air quality is great and it really gets filled up with dust (due to crawlspace).	5.0 out of 5 stars	on February 7, 2013
1655	Dust Blower	Never get a filter with this low of a MPR.  It stated dust reduction, but is more of a dust blower.  Filtrete makes good filter but purchase higher MPR or MERV rated filters.	2.0 out of 5 stars	on February 6, 2013
1656	Replacement Filters	These are really great filters.  Being smokers and having a pet, we want to keep the dust as clean as possible in our home.	5.0 out of 5 stars	on January 31, 2013
1657	great filter	does the job.. and did my research.. beware of too fine a filter as it takes more energy to suck.. this one is perfect	5.0 out of 5 stars	on January 26, 2013
1658	Nice filters.	I put these in the office. We had some really cheap filters that needed replaced. These work well and are much better than the previous ones !!!	5.0 out of 5 stars	on January 25, 2013
1659	Nice and inexpensive.	I like to replace my furnace filter three times per year. I've found that, unless there is a smoker or animals in your home, or you live in an area with notable air pollution levels,  you don't need to spend extra money on fancy-schmancy filters. These are a step up in quality from crappy fiberglass filters, and the price point, along with free shipping, is an added bonus.	5.0 out of 5 stars	on January 23, 2013
1660	good product and good price	Been using this since about a year, best price that I could find. Hopefully they do not discontinue this product.	5.0 out of 5 stars	on January 21, 2013
1661	Great Filter at a Great Price	Was looking for something just in this price range. Got the order in great packaging in a timely manner. Removed the packaging and put them in. Great fit with no issues. I'll be ordering more when these are gone.To the person who criticized the frame.... it's just an A/C filter. You put it in and close it up. Are you playing Frisbee with it or what? How strong does it have to be?I think some people will find ANYTHING to complain about; just to complain.	5.0 out of 5 stars	on January 14, 2013
1662	Quick ship	Item as described and arrived quickly.  No damage/dents to package.  So much easier than running out to Home Depot or Lowe's!	5.0 out of 5 stars	on January 10, 2013
1663	hard to rate	well, they fit fine:)but cannot tell if they actually are doing anything (dust reduction wise) now, when they are due for a rinse guess I might be able to tell then	3.0 out of 5 stars	on January 9, 2013
1664	Good Value	After pricing these same filter at two hardware stores plus three other stores decided this was the way to go. Bought one local to try at $12.54 and noticed reduced dust on the glass  TV stand and after two months use (rated for three) still little dust and holding the filter up to the sun very little dust in the filter. Fourth month is over doing it for us but three months works great. $75.24 local $32-33 at Amazon Great Deal.	5.0 out of 5 stars	on January 6, 2013
1665	Filtrete Dust Reduction Filter, 300 MPR, 20-Inch by 30-Inch by 1-Inch...	Size is perfect for our return air outlet. These are a little flimsy, but I wanted something that wasn't so fine that would restrict air flow and these were perfect.	5.0 out of 5 stars	on January 3, 2013
1666	Gets the job done	It gets the job done!  Very good and inexpensive to purchase.  We have enjoyed them and will recommend them to anyone	5.0 out of 5 stars	on January 3, 2013
1667	Need filter to control pollution	Bought these filters for the AC unit in our house. Pollution here in China is very bad and we are testing to see if these filters will work. The ones used in the house are man made with metal frame, we have to clean them at least once a month.Now the house smells better and the air is cleaner in our home. Will recommend anyone with pollution problems to purchase this product. After installing the filters we are breathing better air.	4.0 out of 5 stars	on January 2, 2013
1668	Good	GoodThat is all I have to say.That is all I have to sayThat is all I have to say	5.0 out of 5 stars	on December 29, 2012
1669	Good value	Makes regular changing of furnace filter easy because I now have a supply of it lying around instead of the old days when I would run out to Home Depot to get a filter. Good value. i would order again.	5.0 out of 5 stars	on December 24, 2012
1670	Quck and fast service	Used prime. Received in 2 days. Good packaging. Fair price. Fits the furnace wellDidn't want to spend fortune on filters. This serves everyday needs well	5.0 out of 5 stars	on December 21, 2012
1671	Seem to work as well as the red versions from the big box stores	I got tired of overpaying at the big box retailers so I bought a case of these. They work great. I can't tell a difference between these and the red or blue packaged Filtrete ones I bought at HD or L. I run mine for 30 days and they are pretty dirty, so it looks like they are working.	5.0 out of 5 stars	on December 19, 2012
1672	Great value,  3M quality	Bought this 6 pack so i will always have them handy when its time to change the filter. Since we have dogs in the house I like to change these a lot faster than usual.  I notice a TON of dust in the house so a good filter is definitely required.  I changed it aroudn 3 months and the filter was a little dark but its good to know the filter is clean again and I am not breaking the bank.Dunno how to really test the quality of air or not but I bought them for a brand name as well as a great price.	5.0 out of 5 stars	on December 12, 2012
1673	Anti Dust	Great Value on these! They work well. Just slide out the old filter and slide in the new one. Packaged securely!	5.0 out of 5 stars	on December 11, 2012
1674	Works Well	Product works well at what it is supposed to do, however, dimensions were slightly too large so I had trouble placing this filter in. Filter does fit with no gaps around sides, but did take more pushing and twisting to replace this filter than last one used.	4.0 out of 5 stars	on December 7, 2012
1675	love these filters	These are my favorite kind of filters.  I like the quilted accordion design and after doing a lot of research, I think these are a good compromise between the cheap filters that don't work very well or catch much dirt/particles and the more expensive filters that can reduce airflow too much and be hard on the furnace.  I usually change mine after a month or two, depending on how they look, but at this price, that's not a difficult thing to do.  I love that these come in a 6 pack and I can get free two-day shipping (Prime membership).  My local stores never seem to have this size in stock.	5.0 out of 5 stars	on November 29, 2012
1676	Good value.	Surprised how fast I've needed to go through these. With 2 cats, a dog and a busy house, I change these every month. Great price and they work well.	5.0 out of 5 stars	on November 27, 2012
1677	Don't Buy The 6 Pack- I got ripped off	I ordered the six pack of filters and paid for the six pack price. I received a SINGLE filter. I contacted customer service and they said they would fix my order and send me a six pack of filters the next day. When I received the "fixed" order.......It Was A Single Filter again. So I emailed Amazon and never got a response. I paid over $30 for two filters. Awesome. I will never order a six pack of filters again.	1.0 out of 5 stars	on November 21, 2012
1678	Ordered package of 6 & received only 1 filter	Have submitted complaint with no response. Charged for 6 & received only 1. Please resolve this issue as soon as possible.	1.0 out of 5 stars	on November 15, 2012
1679	Half the price of walmart	By ordering in bulk saved half over the price of walmart.....half over wal mart....pretty good savings huh... Three more words	5.0 out of 5 stars	on October 29, 2012
1680	Great Filter!	Great filters for reducing dust and pollen! I don't particularly like the high MPR filters, as they restrict air flow, however, that's a personal preference.These filters are way better than the cheap ones my parents have been using.  Just what they needed!	4.0 out of 5 stars	on October 12, 2012
1681	expensive but effective	I never believe the time frame on any filter since I run the fan about 24 hours a day during the summer.  I was happy to get 3-4 weeks out of each filter and they are very effective.  All of these filters seem so expensive but I was happy with the filters and the quick service.  I also can't find the 12X20X1 at home depot anymore.	4.0 out of 5 stars	on October 9, 2012
1682	whole house air filters	what can i say. they are air filters. they clean air going into my furnance. they work well. I would reccomend them to all and this price they are a good deal.	5.0 out of 5 stars	on September 20, 2012
1683	AC filter replacement	Since I can never find a 32"x25" filter to fit my AC I always shop for 2 16"X 25" and tape them together.  I like the Filtrete brand and this six-pack was an excellent price.	5.0 out of 5 stars	on September 9, 2012
1684	Great Filter at a Great Price	Originally, we bought these from our local grocery store but had to stop because they charged exhorbitant prices for only a 4-pack. Amazon rocks, as usual, by selling a 6-pack at a fair price that actually makes sense per the filters' contruction. These are excellent air filters, above & beyond the non-pleated variety. There is apparently another style a step beyond these that supposedly do an even better job of trapping allergens, but we find these to be more than adequate at cleaning air. At each changing, the white has visibly darkened & we can see any gnats, hairs & particles each filter has magically filtered out of our air. We change them monthly, however, not quarterly as they're sometimes marketed. Actually, most AC technicians will tell you it's better to change your filter every month, especially if you use the cheap, non-pleated kind, & even more if you smoke, burn candles, have pet dander or allergies. Even with this more expensive, pleated filter, it's still smart to change it about every 30 days. Mark it on your calendar or in your smart phone to look at it at least once a month. At this price & by the 6-pack, these hard workers are affordable. We love them & highly recommend them. Whether you rent or own where you live, you can take control of your personal space, the air you breath. These filters will cleanse your air, make your air conditioner run more efficiently, thereby slightly reducing the electricity bill perhaps at least enough to pay for filters, & maybe even help the unit last longer, all of which are always good things.	5.0 out of 5 stars	on August 20, 2012
1685	Works great	Bought these online because Home Depot, OSH, and Lowe's don't carry this non-standard size.  Saved money and item was shipped quickly.	5.0 out of 5 stars	on July 20, 2012
1686	great products	The product was as promised and provides a great price over brick and mortar retailers. The product provides a clean fresh air with great assurance through the 3M brand. Will be back to buy on Amazon for these product when needed.	5.0 out of 5 stars	on July 3, 2012
1687	Filters are perfect	Filters are perfect for our furnace.  They were shipped in record time.  Clean, new, reasonable price and best of all the furnace seems happy.	5.0 out of 5 stars	on June 14, 2012
1688	Nice deal!	Getting this product for the second time...beats store prices. Order from the convenience of your home...can't go wrong...works great! Recommend to anyone looking to purchase filters.	5.0 out of 5 stars	on May 3, 2012
1689	These used to be great; 3M has decided to bait-and-switch by making the product worse	I've been using these filters for years and have virtually zero dust to speak of.  The individual bags they come in are easy to tear open straight across the top so you can slide your used filter into it (avoiding getting dust all over the place).Don't get suckered into thinking the more expensive, higher MPR-rating filters are the way to go, unless you know you need them.  I use the 300-rated filters and it's plenty for the vast majority of people.  Higher rated filters will only reduce the efficiency of your heating and A/C systems and end up costing you more for the filters and in utility costs.  A tip I was taught to improve your filter's MPR rating without impacting air flow is to give the filter a quick spray with Pam (or similar) each time you replace the filter.  It will attract even more particles to the filter.Oh, and the box these come in has a tear-off portion so that it serves as a dispenser for the filters - nice bonus feature!  (as of 2014, this feature no longer seems to exist)UPDATE: as of late 2013, it seems like 3M has decided to save some money and produce a *dramatically* inferior product.  There is now very inconsistent fiber coverage -- to the point where there are rather large gaps that clearly won't capture dust.  Because of this change, I've dropped my 5-star rating to 3-stars.UPDATE 2: it is now mid-2014. My most recent box still seems inferior from the original product I had been ordering for years, but there seems to be less inconsistency in the product compared with the box that prompted my update above.  Based on this, I am sufficiently satisfied and will keep ordering and will continue to update my review based on what I find.  If the next box is ok I may bump up the stars, but for now I'm still concerned there may be significant variability in the quality of the product and am leaving at 3-stars.UPDATE 3: it is January 2015 and I am now officially giving up on these filters and dropping the review to 2-stars.  The most recent filter I used wasn't strong enough to resist the air going through it and completely flattened in the vent - completely defeating the purpose of the ridges and presumably reducing the efficiency of the furnace.  I've also noticed a marked increase in the amount of dust in my house, though there are other possible reasons there and it may or may not be the filters .  If these filters were as cheap as the no-name ones you can find at any store then they'd be adequate, but these just aren't worth $6/filter.  As much as I want to switch brands entirely, I am giving 3M's 600 MPR filters a chance first (Filtrete Clean Living Dust Reduction Filters, 600 MPR, 20 x 25 x 1, 6-Pack).  3M claims they provide better filtration AND are more efficient at allowing air through then the 300 MPR filter, which makes very little sense, but, OK.  At first glance they seem a lot like the 300 MPR filters used to be before the quality went downhill.  I'm a bit concerned the construction doesn't seem any more solid and so it may also flatten, but at least the fiber coverage is more consistent, and even the exterior packaging is more like the quality of the old ones that generated my initial review. I'll put up a review of those ones in a couple months after I've had a chance to evaluate them.UPDATE 4: It's January 2016 and I've made the switch to the comparable Nordic Pure product (Nordic Pure 16x25x1M8-6 MERV 8 Pleated AC Furnace Air Filter, 16x25x1, Box of 6).  The 3M product I linked in Update #3 was better than the product on this page, but still not even as good as these were in the past.  In contrast, the Nordic Pure product has consistent coverage but is structurally way stronger than the 3M product.  No flattening, no difficulties getting it in and out of the vent.  Wish I had switched earlier.	2.0 out of 5 stars	on April 29, 2012
1690	Filters	Got for my son, he has a powder coating business and needed these for some equipment so as far as I know they are working for him.	5.0 out of 5 stars	on April 21, 2012
1691	Filters	This item arrived on time and used successfully. The price was fair and I would do business with this company again.	5.0 out of 5 stars	on March 9, 2012
1692	Filters	Filters arrived promptly and were as advertized.  They installed well and fit properly in our ceiling opening.  So far they are working well - - we have used 3M in the past and been very satisfied with them.  Price was right and with no shipping charge it is a no brainer.	5.0 out of 5 stars	on March 2, 2012
1693	Just what I asked for.	I was looking for filters in all my local stores. It was simple to order and have it shipped to my door. Easy shopping.	4.0 out of 5 stars	on January 4, 2012
1694	exactly what i expected	nothing too flashy about air filters, but these are in good shape and were exactly what i was looking for.  i received them quickly.	5.0 out of 5 stars	on December 21, 2011
1695	Nothing To See Here	This one gets my standard short spiel for "everyday" orders that simply function as advertised: This item satisfied my requirements and/or "worked" as it was supposed to.  It presented neither apparent defects, nor did it significantly exceed my expectations.  As a result, I offer this item 4 stars (a.k.a. "I Like It").	4.0 out of 5 stars	on December 17, 2011
1696	Great quality, good price	Exactly as described, shipped quick! It's a quality name brand product that is an off size and tough to find.	5.0 out of 5 stars	on December 1, 2011
1697	Dust be gone!	These Filtrete filters do their job great and for a great value.  With a dog and a cat, a clean filter is a must.  I know it is only 300MPR, but anything much higher and my A/C really struggles and would freeze do to the restricted airflow.  I replace mine every 3 months and to be able to buy them in a pack of 6 that I can keep by the furnace ensures I will always have a fresh one ready to install.  I'm always amazed at how much this filter picks up.	5.0 out of 5 stars	on November 21, 2011
1698	Good price	Filtrete is a very reliable filter. The best thing about this is having a supply on hand and the price is much cheaper than in the stores.	5.0 out of 5 stars	on October 28, 2011
